2023 Lower tier local authorities Code,2023 Lower tier local authorities,Age (17 categories) Code,Age (17 categories),Ethnic group (6 categories) Code,Ethnic group (6 categories),Highest level of qualification (7 categories) Code,Highest level of qualification (7 categories),Sex (2 categories) Code,Sex (2 categories),Observation
E08000003,Manchester,16,Aged 80 to 84 years,3,Mixed or Multiple ethnic groups,3,"Level 3 qualifications: 2 or more A levels or VCEs, 4 or more AS levels, Higher School Certificate, Progression or Advanced Diploma, Welsh Baccalaureate Advance Diploma, NVQ level 3; Advanced GNVQ, City and Guilds Advanced Craft, ONC, OND, BTEC National, RSA Advanced Diploma",2,Male,1
E08000003,Manchester,16,Aged 80 to 84 years,3,Mixed or Multiple ethnic groups,4,"Level 4 qualifications or above: degree (BA, BSc), higher degree (MA, PhD, PGCE), NVQ level 4 to 5, HNC, HND, RSA Higher Diploma, BTEC Higher level, professional qualifications (for example, teaching, nursing, accountancy)",1,Female,3
E08000003,Manchester,16,Aged 80 to 84 years,3,Mixed or Multiple ethnic groups,4,"Level 4 qualifications or above: degree (BA, BSc), higher degree (MA, PhD, PGCE), NVQ level 4 to 5, HNC, HND, RSA Higher Diploma, BTEC Higher level, professional qualifications (for example, teaching, nursing, accountancy)",2,Male,1
E08000003,Manchester,16,Aged 80 to 84 years,3,Mixed or Multiple ethnic groups,5,"Other: apprenticeships, vocational or work-related qualifications, other qualifications achieved in England or Wales, qualifications achieved outside England or Wales (equivalent not stated or unknown)",1,Female,2
E08000003,Manchester,16,Aged 80 to 84 years,3,Mixed or Multiple ethnic groups,5,"Other: apprenticeships, vocational or work-related qualifications, other qualifications achieved in England or Wales, qualifications achieved outside England or Wales (equivalent not stated or unknown)",2,Male,3
E08000003,Manchester,16,Aged 80 to 84 years,4,White,-8,Does not apply,1,Female,0
E08000003,Manchester,16,Aged 80 to 84 years,4,White,-8,Does not apply,2,Male,0
E08000003,Manchester,16,Aged 80 to 84 years,4,White,0,No qualifications,1,Female,1962
E08000003,Manchester,16,Aged 80 to 84 years,4,White,0,No qualifications,2,Male,1049
E08000003,Manchester,16,Aged 80 to 84 years,4,White,1,"Level 1 and entry level qualifications: 1 to 4 GCSEs grade A* to C, Any GCSEs at other grades, O levels or CSEs (any grades), 1 AS level, NVQ level 1, Foundation GNVQ, Basic or Essential Skills",1,Female,240
E08000003,Manchester,16,Aged 80 to 84 years,4,White,1,"Level 1 and entry level qualifications: 1 to 4 GCSEs grade A* to C, Any GCSEs at other grades, O levels or CSEs (any grades), 1 AS level, NVQ level 1, Foundation GNVQ, Basic or Essential Skills",2,Male,84
E08000003,Manchester,16,Aged 80 to 84 years,4,White,2,"Level 2 qualifications: 5 or more GCSEs (A* to C or 9 to 4), O levels (passes), CSEs (grade 1), School Certification, 1 A level, 2 to 3 AS levels, VCEs, Intermediate or Higher Diploma, Welsh Baccalaureate Intermediate Diploma, NVQ level 2, Intermediate GNVQ, City and Guilds Craft, BTEC First or General Diploma, RSA Diploma",1,Female,169
E08000003,Manchester,16,Aged 80 to 84 years,4,White,2,"Level 2 qualifications: 5 or more GCSEs (A* to C or 9 to 4), O levels (passes), CSEs (grade 1), School Certification, 1 A level, 2 to 3 AS levels, VCEs, Intermediate or Higher Diploma, Welsh Baccalaureate Intermediate Diploma, NVQ level 2, Intermediate GNVQ, City and Guilds Craft, BTEC First or General Diploma, RSA Diploma",2,Male,59
E08000003,Manchester,16,Aged 80 to 84 years,4,White,3,"Level 3 qualifications: 2 or more A levels or VCEs, 4 or more AS levels, Higher School Certificate, Progression or Advanced Diploma, Welsh Baccalaureate Advance Diploma, NVQ level 3; Advanced GNVQ, City and Guilds Advanced Craft, ONC, OND, BTEC National, RSA Advanced Diploma",1,Female,80
E08000003,Manchester,16,Aged 80 to 84 years,4,White,3,"Level 3 qualifications: 2 or more A levels or VCEs, 4 or more AS levels, Higher School Certificate, Progression or Advanced Diploma, Welsh Baccalaureate Advance Diploma, NVQ level 3; Advanced GNVQ, City and Guilds Advanced Craft, ONC, OND, BTEC National, RSA Advanced Diploma",2,Male,114
E08000003,Manchester,16,Aged 80 to 84 years,4,White,4,"Level 4 qualifications or above: degree (BA, BSc), higher degree (MA, PhD, PGCE), NVQ level 4 to 5, HNC, HND, RSA Higher Diploma, BTEC Higher level, professional qualifications (for example, teaching, nursing, accountancy)",1,Female,298
E08000003,Manchester,16,Aged 80 to 84 years,4,White,4,"Level 4 qualifications or above: degree (BA, BSc), higher degree (MA, PhD, PGCE), NVQ level 4 to 5, HNC, HND, RSA Higher Diploma, BTEC Higher level, professional qualifications (for example, teaching, nursing, accountancy)",2,Male,297
E08000003,Manchester,16,Aged 80 to 84 years,4,White,5,"Other: apprenticeships, vocational or work-related qualifications, other qualifications achieved in England or Wales, qualifications achieved outside England or Wales (equivalent not stated or unknown)",1,Female,224
E08000003,Manchester,16,Aged 80 to 84 years,4,White,5,"Other: apprenticeships, vocational or work-related qualifications, other qualifications achieved in England or Wales, qualifications achieved outside England or Wales (equivalent not stated or unknown)",2,Male,469
E08000003,Manchester,16,Aged 80 to 84 years,5,Other ethnic group,-8,Does not apply,1,Female,0
E08000003,Manchester,16,Aged 80 to 84 years,5,Other ethnic group,-8,Does not apply,2,Male,0
E08000003,Manchester,16,Aged 80 to 84 years,5,Other ethnic group,0,No qualifications,1,Female,24
E08000003,Manchester,16,Aged 80 to 84 years,5,Other ethnic group,0,No qualifications,2,Male,11
E08000003,Manchester,16,Aged 80 to 84 years,5,Other ethnic group,1,"Level 1 and entry level qualifications: 1 to 4 GCSEs grade A* to C, Any GCSEs at other grades, O levels or CSEs (any grades), 1 AS level, NVQ level 1, Foundation GNVQ, Basic or Essential Skills",1,Female,5
E08000003,Manchester,16,Aged 80 to 84 years,5,Other ethnic group,1,"Level 1 and entry level qualifications: 1 to 4 GCSEs grade A* to C, Any GCSEs at other grades, O levels or CSEs (any grades), 1 AS level, NVQ level 1, Foundation GNVQ, Basic or Essential Skills",2,Male,4
E08000003,Manchester,16,Aged 80 to 84 years,5,Other ethnic group,2,"Level 2 qualifications: 5 or more GCSEs (A* to C or 9 to 4), O levels (passes), CSEs (grade 1), School Certification, 1 A level, 2 to 3 AS levels, VCEs, Intermediate or Higher Diploma, Welsh Baccalaureate Intermediate Diploma, NVQ level 2, Intermediate GNVQ, City and Guilds Craft, BTEC First or General Diploma, RSA Diploma",1,Female,0
E08000003,Manchester,16,Aged 80 to 84 years,5,Other ethnic group,2,"Level 2 qualifications: 5 or more GCSEs (A* to C or 9 to 4), O levels (passes), CSEs (grade 1), School Certification, 1 A level, 2 to 3 AS levels, VCEs, Intermediate or Higher Diploma, Welsh Baccalaureate Intermediate Diploma, NVQ level 2, Intermediate GNVQ, City and Guilds Craft, BTEC First or General Diploma, RSA Diploma",2,Male,2
E08000003,Manchester,16,Aged 80 to 84 years,5,Other ethnic group,3,"Level 3 qualifications: 2 or more A levels or VCEs, 4 or more AS levels, Higher School Certificate, Progression or Advanced Diploma, Welsh Baccalaureate Advance Diploma, NVQ level 3; Advanced GNVQ, City and Guilds Advanced Craft, ONC, OND, BTEC National, RSA Advanced Diploma",1,Female,0
E08000003,Manchester,16,Aged 80 to 84 years,5,Other ethnic group,3,"Level 3 qualifications: 2 or more A levels or VCEs, 4 or more AS levels, Higher School Certificate, Progression or Advanced Diploma, Welsh Baccalaureate Advance Diploma, NVQ level 3; Advanced GNVQ, City and Guilds Advanced Craft, ONC, OND, BTEC National, RSA Advanced Diploma",2,Male,2
E08000003,Manchester,16,Aged 80 to 84 years,5,Other ethnic group,4,"Level 4 qualifications or above: degree (BA, BSc), higher degree (MA, PhD, PGCE), NVQ level 4 to 5, HNC, HND, RSA Higher Diploma, BTEC Higher level, professional qualifications (for example, teaching, nursing, accountancy)",1,Female,13
E08000003,Manchester,16,Aged 80 to 84 years,5,Other ethnic group,4,"Level 4 qualifications or above: degree (BA, BSc), higher degree (MA, PhD, PGCE), NVQ level 4 to 5, HNC, HND, RSA Higher Diploma, BTEC Higher level, professional qualifications (for example, teaching, nursing, accountancy)",2,Male,11
E08000003,Manchester,16,Aged 80 to 84 years,5,Other ethnic group,5,"Other: apprenticeships, vocational or work-related qualifications, other qualifications achieved in England or Wales, qualifications achieved outside England or Wales (equivalent not stated or unknown)",1,Female,0
E08000003,Manchester,16,Aged 80 to 84 years,5,Other ethnic group,5,"Other: apprenticeships, vocational or work-related qualifications, other qualifications achieved in England or Wales, qualifications achieved outside England or Wales (equivalent not stated or unknown)",2,Male,5
E08000003,Manchester,17,Aged 85 years and over,-8,Does not apply,-8,Does not apply,1,Female,0
E08000003,Manchester,17,Aged 85 years and over,-8,Does not apply,-8,Does not apply,2,Male,0
E08000003,Manchester,17,Aged 85 years and over,-8,Does not apply,0,No qualifications,1,Female,0
E08000003,Manchester,17,Aged 85 years and over,-8,Does not apply,0,No qualifications,2,Male,0
E08000003,Manchester,17,Aged 85 years and over,-8,Does not apply,1,"Level 1 and entry level qualifications: 1 to 4 GCSEs grade A* to C, Any GCSEs at other grades, O levels or CSEs (any grades), 1 AS level, NVQ level 1, Foundation GNVQ, Basic or Essential Skills",1,Female,0
E08000003,Manchester,17,Aged 85 years and over,-8,Does not apply,1,"Level 1 and entry level qualifications: 1 to 4 GCSEs grade A* to C, Any GCSEs at other grades, O levels or CSEs (any grades), 1 AS level, NVQ level 1, Foundation GNVQ, Basic or Essential Skills",2,Male,0
E08000003,Manchester,17,Aged 85 years and over,-8,Does not apply,2,"Level 2 qualifications: 5 or more GCSEs (A* to C or 9 to 4), O levels (passes), CSEs (grade 1), School Certification, 1 A level, 2 to 3 AS levels, VCEs, Intermediate or Higher Diploma, Welsh Baccalaureate Intermediate Diploma, NVQ level 2, Intermediate GNVQ, City and Guilds Craft, BTEC First or General Diploma, RSA Diploma",1,Female,0
E08000003,Manchester,17,Aged 85 years and over,-8,Does not apply,2,"Level 2 qualifications: 5 or more GCSEs (A* to C or 9 to 4), O levels (passes), CSEs (grade 1), School Certification, 1 A level, 2 to 3 AS levels, VCEs, Intermediate or Higher Diploma, Welsh Baccalaureate Intermediate Diploma, NVQ level 2, Intermediate GNVQ, City and Guilds Craft, BTEC First or General Diploma, RSA Diploma",2,Male,0
E08000003,Manchester,17,Aged 85 years and over,-8,Does not apply,3,"Level 3 qualifications: 2 or more A levels or VCEs, 4 or more AS levels, Higher School Certificate, Progression or Advanced Diploma, Welsh Baccalaureate Advance Diploma, NVQ level 3; Advanced GNVQ, City and Guilds Advanced Craft, ONC, OND, BTEC National, RSA Advanced Diploma",1,Female,0
E08000003,Manchester,17,Aged 85 years and over,-8,Does not apply,3,"Level 3 qualifications: 2 or more A levels or VCEs, 4 or more AS levels, Higher School Certificate, Progression or Advanced Diploma, Welsh Baccalaureate Advance Diploma, NVQ level 3; Advanced GNVQ, City and Guilds Advanced Craft, ONC, OND, BTEC National, RSA Advanced Diploma",2,Male,0
E08000003,Manchester,17,Aged 85 years and over,-8,Does not apply,4,"Level 4 qualifications or above: degree (BA, BSc), higher degree (MA, PhD, PGCE), NVQ level 4 to 5, HNC, HND, RSA Higher Diploma, BTEC Higher level, professional qualifications (for example, teaching, nursing, accountancy)",1,Female,0
E08000003,Manchester,17,Aged 85 years and over,-8,Does not apply,4,"Level 4 qualifications or above: degree (BA, BSc), higher degree (MA, PhD, PGCE), NVQ level 4 to 5, HNC, HND, RSA Higher Diploma, BTEC Higher level, professional qualifications (for example, teaching, nursing, accountancy)",2,Male,0
E08000003,Manchester,17,Aged 85 years and over,-8,Does not apply,5,"Other: apprenticeships, vocational or work-related qualifications, other qualifications achieved in England or Wales, qualifications achieved outside England or Wales (equivalent not stated or unknown)",1,Female,0
E08000003,Manchester,17,Aged 85 years and over,-8,Does not apply,5,"Other: apprenticeships, vocational or work-related qualifications, other qualifications achieved in England or Wales, qualifications achieved outside England or Wales (equivalent not stated or unknown)",2,Male,0
E08000003,Manchester,17,Aged 85 years and over,1,"Asian, Asian British or Asian Welsh",-8,Does not apply,1,Female,0
E08000003,Manchester,17,Aged 85 years and over,1,"Asian, Asian British or Asian Welsh",-8,Does not apply,2,Male,0
E08000003,Manchester,17,Aged 85 years and over,1,"Asian, Asian British or Asian Welsh",0,No qualifications,1,Female,199
E08000003,Manchester,17,Aged 85 years and over,1,"Asian, Asian British or Asian Welsh",0,No qualifications,2,Male,122
E08000003,Manchester,17,Aged 85 years and over,1,"Asian, Asian British or Asian Welsh",1,"Level 1 and entry level qualifications: 1 to 4 GCSEs grade A* to C, Any GCSEs at other grades, O levels or CSEs (any grades), 1 AS level, NVQ level 1, Foundation GNVQ, Basic or Essential Skills",1,Female,7
E08000003,Manchester,17,Aged 85 years and over,1,"Asian, Asian British or Asian Welsh",1,"Level 1 and entry level qualifications: 1 to 4 GCSEs grade A* to C, Any GCSEs at other grades, O levels or CSEs (any grades), 1 AS level, NVQ level 1, Foundation GNVQ, Basic or Essential Skills",2,Male,16
E08000003,Manchester,17,Aged 85 years and over,1,"Asian, Asian British or Asian Welsh",2,"Level 2 qualifications: 5 or more GCSEs (A* to C or 9 to 4), O levels (passes), CSEs (grade 1), School Certification, 1 A level, 2 to 3 AS levels, VCEs, Intermediate or Higher Diploma, Welsh Baccalaureate Intermediate Diploma, NVQ level 2, Intermediate GNVQ, City and Guilds Craft, BTEC First or General Diploma, RSA Diploma",1,Female,4
E08000003,Manchester,17,Aged 85 years and over,1,"Asian, Asian British or Asian Welsh",2,"Level 2 qualifications: 5 or more GCSEs (A* to C or 9 to 4), O levels (passes), CSEs (grade 1), School Certification, 1 A level, 2 to 3 AS levels, VCEs, Intermediate or Higher Diploma, Welsh Baccalaureate Intermediate Diploma, NVQ level 2, Intermediate GNVQ, City and Guilds Craft, BTEC First or General Diploma, RSA Diploma",2,Male,6
E08000003,Manchester,17,Aged 85 years and over,1,"Asian, Asian British or Asian Welsh",3,"Level 3 qualifications: 2 or more A levels or VCEs, 4 or more AS levels, Higher School Certificate, Progression or Advanced Diploma, Welsh Baccalaureate Advance Diploma, NVQ level 3; Advanced GNVQ, City and Guilds Advanced Craft, ONC, OND, BTEC National, RSA Advanced Diploma",1,Female,2
E08000003,Manchester,17,Aged 85 years and over,1,"Asian, Asian British or Asian Welsh",3,"Level 3 qualifications: 2 or more A levels or VCEs, 4 or more AS levels, Higher School Certificate, Progression or Advanced Diploma, Welsh Baccalaureate Advance Diploma, NVQ level 3; Advanced GNVQ, City and Guilds Advanced Craft, ONC, OND, BTEC National, RSA Advanced Diploma",2,Male,6
E08000003,Manchester,17,Aged 85 years and over,1,"Asian, Asian British or Asian Welsh",4,"Level 4 qualifications or above: degree (BA, BSc), higher degree (MA, PhD, PGCE), NVQ level 4 to 5, HNC, HND, RSA Higher Diploma, BTEC Higher level, professional qualifications (for example, teaching, nursing, accountancy)",1,Female,20
E08000003,Manchester,17,Aged 85 years and over,1,"Asian, Asian British or Asian Welsh",4,"Level 4 qualifications or above: degree (BA, BSc), higher degree (MA, PhD, PGCE), NVQ level 4 to 5, HNC, HND, RSA Higher Diploma, BTEC Higher level, professional qualifications (for example, teaching, nursing, accountancy)",2,Male,39
E08000003,Manchester,17,Aged 85 years and over,1,"Asian, Asian British or Asian Welsh",5,"Other: apprenticeships, vocational or work-related qualifications, other qualifications achieved in England or Wales, qualifications achieved outside England or Wales (equivalent not stated or unknown)",1,Female,7
E08000003,Manchester,17,Aged 85 years and over,1,"Asian, Asian British or Asian Welsh",5,"Other: apprenticeships, vocational or work-related qualifications, other qualifications achieved in England or Wales, qualifications achieved outside England or Wales (equivalent not stated or unknown)",2,Male,17
E08000003,Manchester,17,Aged 85 years and over,2,"Black, Black British, Black Welsh, Caribbean or African",-8,Does not apply,1,Female,0
E08000003,Manchester,17,Aged 85 years and over,2,"Black, Black British, Black Welsh, Caribbean or African",-8,Does not apply,2,Male,0
